ACC_NAME_TH,ACC_NAME_EN,ACCOM_TYPE_NAME,ACC_ROOM,ACC_HILIGHT,ACC_HIGH_RATE,ACC_LOW_RATE,ACC_ROAD,REGION_NAME_TH,SUBDISTRICT_NAME_TH,DISTRICT_NAME_TH,PROVINCE_NAME_TH,ACC_LOCATION,Latitude,Longitude,ACC_STANDARD,ACC_LOCATION_1
ไทย อัครา ลานนา บูติค โฮเทล,Thai Akara Lanna Boutique Hotel,โรงแรม,26,,11000,3600,ราชภาคินัย,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7901895, 98.989751",18.7901895,98.989751,,"18.7901895, 98.989751"
พลอยสวย รีสอร์ท,Ploy Sauy Resort,รีสอร์ท,10,,700,600,กาญจนบุรี บ่อพลอย,ภาคกลาง,บ่อพลอย,บ่อพลอย,กาญจนบุรี,"14.3178151, 99.520788",14.3178151,99.520788,6,"14.3178151, 99.520788"
พลพล เเอนด์ นวลละออ,pol pol & nual la or,โฮมสเตย์/เรือนพักแรม,15,,850,450,,ภาคเหนือ,ในเวียง,เมืองแพร่,แพร่,"18.143431, 100.1553248",18.143431,100.1553248,,"18.143431, 100.1553248"
สวิสโซเทล รีสอร์ต ภูเก็ต ป่าตอง บีช,Phuket Patong Beach (SHA Plus ),รีสอร์ท,390,,3500,2500,ร่วมใจ,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.890174099999999, 98.2966107",7.890174099999999,98.2966107,6,"7.890174099999999, 98.2966107"
แปซิฟิค คลับ แอนด์ สปา,Pacific Club Resort,รีสอร์ท,40,,4000,1500,,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.8569281, 98.2958943",7.8569281,98.2958943,6,"7.8569281, 98.2958943"
มายรูม บาย เสริมทรัพย์,myroom by sermsub,โรงแรม,41,,1800,699,ธนะวิถี,ภาคตะวันออก,บ้านใหม่หนองไทร,อรัญประเทศ,สระแก้ว,"13.6983736, 102.5063585",13.6983736,102.5063585,,"13.6983736, 102.5063585"
แก่งอาฮงริเวอร์วิว,Kheng Are Hong River View,รีสอร์ท,12,,490,490,,ภาคตะวันออกเฉียงเหนือ,ไคสี,เมืองบึงกาฬ,บึงกาฬ,"18.4219173, 103.4729247",18.4219173,103.4729247,,"18.4219173, 103.4729247"
พรเรสซิเดนท์รีสอร์ท,Pon Residence,รีสอร์ท,17,,400,400,,ภาคตะวันออกเฉียงเหนือ,พรเจริญ,พรเจริญ,บึงกาฬ,"18.022382, 103.6965387",18.022382,103.6965387,,"18.022382, 103.6965387"
นครถ้ำเต่า บ้านถ้ำเต่า บ้านโนนจำปา บ้านสามัคคี โฮมสเตย์,,โฮมสเตย์/เรือนพักแรม,5,,600,200,,ภาคตะวันออกเฉียงเหนือ,สามัคคีพัฒนา,อากาศอำนวย,สกลนคร,"17.683094, 103.9872424",17.683094,103.9872424,,"17.683094, 103.9872424"
มิลินท์ วิลล่า,Milin villa,รีสอร์ท,18,,1700,1200,,ภาคกลาง,ท่ามะขาม,เมืองกาญจนบุรี,กาญจนบุรี,"14.0107226, 99.5163424",14.0107226,99.5163424,,"14.0107226, 99.5163424"
สาครินทร์ วัลเล่ย์ กาญจนบุรี,Sakarin Valley Resort,รีสอร์ท,17,,4000,1200,,ภาคกลาง,ท่ามะขาม,เมืองกาญจนบุรี,กาญจนบุรี,"14.016804, 99.511442",14.016804,99.511442,,"14.016804, 99.511442"
บินหลา ราฟท์ รีสอร์ท,Binlha Raft Resort,รีสอร์ท,24,,15000,2070,,ภาคกลาง,วังกระแจะ,ไทรโยค,กาญจนบุรี,"14.2206561, 99.04653669999999",14.2206561, 99.04653669999999,,"14.2206561, 99.04653669999999"
เมฆคีรี ริเวอร์แคว รีสอร์ท,Mek Kiri River Kwai Resort,รีสอร์ท,35,,2000,1600,,ภาคกลาง,ท่าขนุน,ทองผาภูมิ,กาญจนบุรี,"14.6353375, 98.6818828",14.6353375,98.6818828,,"14.6353375, 98.6818828"
ภูชมหมอก รีสอร์ท,Phu chom mork Resort,รีสอร์ท,22,,2000,1500,,ภาคกลาง,หนองลู,สังขละบุรี,กาญจนบุรี,"15.14801, 98.45809799999999",15.14801, 98.45809799999999,,"15.14801, 98.45809799999999"
ชัชวาล รีสอร์ท,,รีสอร์ท,34,,700,400,,ภาคเหนือ,ท่าเสา,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.6447355, 100.0927348",17.6447355,100.0927348,6,"17.6447355, 100.0927348"
กู๊ดไทม์ บูติก,Goodtime boutique hotel,โรงแรม,45,,550,400,สำราญรื่น,ภาคเหนือ,ท่าอิฐ,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.6346711, 100.107941",17.6346711,100.107941,6,"17.6346711, 100.107941"
"พิมพ์ศิริ 	",Pimsiri,โรงแรม,30,,900,550,ชยางกูร,ภาคตะวันออกเฉียงเหนือ,ในเมือง,เมืองนครพนม,นครพนม,"17.3847298, 104.7929548",17.3847298,104.7929548,6,"17.3847298, 104.7929548"
สุรีรัตน์ รีสอร์ต สุโขทัย,Sureerat Resort Sukhothai,รีสอร์ท,45,,600,350,จรดวิถีถ่อง,ภาคเหนือ,บ้านกล้วย,เมืองสุโขทัย,สุโขทัย,"17.0039205, 99.80522619999999",17.0039205, 99.80522619999999,6,"17.0039205, 99.80522619999999"
เลอมิน รีสอร์ท,Lemin Resort,รีสอร์ท,38,,600,400,,ภาคตะวันออก,ท่าเกษม,เมืองสระแก้ว,สระแก้ว,"13.7812453, 102.1696227",13.7812453,102.1696227,,"13.7812453, 102.1696227"
ดิไอโคนิค โฮเทล,the iconic hotel,โรงแรม,12,,2005,1070,ท่าเมือง,ภาคใต้,เขานิเวศน์,เมืองระนอง,ระนอง,"13.8318972, 100.5591992",13.8318972,100.5591992,,"13.8318972, 100.5591992"
บ้านชิโน,Sino Mansion,โรงแรม,26,,1500,900,,ภาคใต้,เขานิเวศน์,เมืองระนอง,ระนอง,"9.9603155, 98.63338429999999",9.9603155, 98.63338429999999,,"9.9603155, 98.63338429999999"
อิมเพียน่า รีสอร์ท ป่าตอง ภูเก็ต,"Impiana Resort Patong, Phuket",รีสอร์ท,76,,5000,1500,,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.8967908, 98.2963498",7.8967908,98.2963498,6,"7.8967908, 98.2963498"
เดอะเลเจ้นด์ เชียงราย บูติค ริเวอร์ รีสอร์ท แอนด์ สปาส์,The Legend Chiang Rai,รีสอร์ท,76,,20000,2000,เกาะลอย,ภาคเหนือ,เวียง,เมืองเชียงราย,เชียงราย,"19.917778841728836, 99.84145402908325",19.917778841728836, 99.84145402908325,6,"19.917778841728836, 99.84145402908325"
ภัคดี รีสอร์ท,Pak Dee Resort,รีสอร์ท,36,,400,400,นิตโย,ภาคตะวันออกเฉียงเหนือ,พังโคน,พังโคน,สกลนคร,"17.3871559, 103.7311154",17.3871559,103.7311154,6,"17.3871559, 103.7311154"
ฟอร์จูนดีแม่สอด,Fortune D Hotel Mae Sot,โรงแรม,79,,950,780,สายเอเชีย,ภาคเหนือ,แม่สอด,แม่สอด,ตาก,"16.7217709, 98.5842024",16.7217709,98.5842024,,"16.7217709, 98.5842024"
ภิรมย์ เลค แอนด์ รีสอร์ท,Pirom Lake And Resort,รีสอร์ท,24,,1500,600,,ภาคตะวันออก,ท่าตูม,ศรีมหาโพธิ,ปราจีนบุรี,"13.9330201, 101.5361966",13.9330201,101.5361966,,"13.9330201, 101.5361966"
ท่าม่วง โฮเต็ล,Thamuang Hotel,โรงแรม,30,,450,220,,ภาคกลาง,ท่าม่วง,ท่าม่วง,กาญจนบุรี,"13.9754611, 99.639473",13.9754611,99.639473,6,"13.9754611, 99.639473"
ร่มโพธิ์ บูติค โฮเทล,Rompo Boutique Hotel,โรงแรม,14,,1500,1200,ท่าแพ,ภาคเหนือ,ช้างคลาน,เมืองเชียงใหม่,เชียงใหม่,"18.787725, 98.9976333",18.787725,98.9976333,6,"18.787725, 98.9976333"
บ้านรัตนัย,Radtanaiya Residence,โรงแรม,16,,2000,999,เชียงใหม่   ลำพูน,ภาคเหนือ,วัดเกต,เมืองเชียงใหม่,เชียงใหม่,"18.7693175, 99.0059404",18.7693175,99.0059404,6,"18.7693175, 99.0059404"
เจเคเพลส,JK Place,เซอร์วิส อพาร์ทเมนท์,79,,1250,450,ทหาร,ภาคตะวันออกเฉียงเหนือ,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,"17.3941545, 102.7946452",17.3941545,102.7946452,6,"17.3941545, 102.7946452"
เกตเวย์,Gateway Hotel,โรงแรม,60,,3500,1200,ราชปรารภ,ภาคกลาง,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,"13.754204, 100.539519",13.754204,100.539519,,"13.754204, 100.539519"
เฮือนมีแฮง โฮมสเตย์,,โฮมสเตย์/เรือนพักแรม,9,,350,150,,ภาคตะวันออกเฉียงเหนือ,ฮางโฮง,เมืองสกลนคร,สกลนคร,"17.215348, 104.087215",17.215348,104.087215,,"17.215348, 104.087215"
โฮมสเตย์บ้านโนนหอม,,โฮมสเตย์/เรือนพักแรม,6,,250,150,,ภาคตะวันออกเฉียงเหนือ,โนนหอม,เมืองสกลนคร,สกลนคร,"17.0589184, 104.2232408",17.0589184,104.2232408,,"17.0589184, 104.2232408"
ดงคำโพธิ์ โฮมสเตย์,,โฮมสเตย์/เรือนพักแรม,5,,860,150,,ภาคตะวันออกเฉียงเหนือ,ปลาโหล,วาริชภูมิ,สกลนคร,"17.3454133, 103.850592",17.3454133,103.850592,,"17.3454133, 103.850592"
ดอนแดงโฮมสเตย์,,โฮมสเตย์/เรือนพักแรม,3,,800,400,,ภาคตะวันออกเฉียงเหนือ,ศรีวิชัย,วานรนิวาส,สกลนคร,"17.3574168, 103.8431768",17.3574168,103.8431768,,"17.3574168, 103.8431768"
ชุมชนท่องเที่ยว OTOP นวัตวิถีบ้านท่าแร่,,โฮมสเตย์/เรือนพักแรม,5,,500,150,,ภาคตะวันออกเฉียงเหนือ,ท่าแร่,เมืองสกลนคร,สกลนคร,"17.1435165, 104.2401638",17.1435165,104.2401638,,"17.1435165, 104.2401638"
ชุมชนท่องเที่ยวบ้านน้ำพุ,,โฮมสเตย์/เรือนพักแรม,5,,350,100,,ภาคตะวันออกเฉียงเหนือ,บ้านแป้น,โพนนาแก้ว,สกลนคร,"17.0623412, 103.9731001",17.0623412,103.9731001,,"17.0623412, 103.9731001"
ชุมชนท่องเที่ยวบ้านแป้น,,โฮมสเตย์/เรือนพักแรม,10,,700,700,,ภาคตะวันออกเฉียงเหนือ,บ้านแป้น,โพนนาแก้ว,สกลนคร,"17.2180625, 104.0518125",17.2180625,104.0518125,,"17.2180625, 104.0518125"
ดำเนินพวา รีสอร์ทบ้านต้นไม้,Damnernpawa,รีสอร์ท,62,,12000,2400,,ภาคกลาง,กระดังงา,บางคนที,สมุทรสงคราม,"13.4767055, 99.9548073",13.4767055,99.9548073,,"13.4767055, 99.9548073"
สุนทรีอพาร์ทเมนท์,,อพาร์ทเมนท์/แมนชั่น,9,,400,350,ต.พัฒนา,ภาคตะวันออกเฉียงเหนือ,ธาตุเชิงชุม,เมืองสกลนคร,สกลนคร,"17.1575341, 104.1404495",17.1575341,104.1404495,,"17.1575341, 104.1404495"
เวียงโขง มุกดาหาร,,โรงแรม,22,,2500,600,สำราญชายโขงใต้,ภาคตะวันออกเฉียงเหนือ,ศรีบุญเรือง,เมืองมุกดาหาร,มุกดาหาร,"16.52457649999999, 104.7383363",16.52457649999999,104.7383363,,"16.52457649999999, 104.7383363"
สกล วี.ไอ.พี,Sakhon VIP,โรงแรม,32,,450,350,นิตโยธิน,ภาคตะวันออกเฉียงเหนือ,ธาตุนาเวง,เมืองสกลนคร,สกลนคร,"17.1785876, 104.1272687",17.1785876,104.1272687,,"17.1785876, 104.1272687"
99 เดอะ เฮอริเทจ โฮเทล,99 the Heritage Hotel,โรงแรม,26,,5000,4000,สามล้าน,ภาคเหนือ,ศรีภูมิ,เมืองเชียงใหม่,เชียงใหม่,"18.7890028, 98.9827088",18.7890028,98.9827088,,"18.7890028, 98.9827088"
ริมโขงโฮมสเตย์,,รีสอร์ท,6,,250,100,,ภาคตะวันออกเฉียงเหนือ,ธาตุพนม,ธาตุพนม,นครพนม,"16.9461591, 104.7295358",16.9461591,104.7295358,,"16.9461591, 104.7295358"
บ้านร่มฉัตร รีสอร์ท,Ban Romchat,รีสอร์ท,12,,500,200,,ภาคตะวันออก,วัฒนานคร,วัฒนานคร,สระแก้ว,"13.749014670520115, 102.29702711105347",13.749014670520115, 102.29702711105347,,"13.749014670520115, 102.29702711105347"
สิงห์ทอง รีสอร์ท,,รีสอร์ท,19,,400,400,,ภาคเหนือ,หาดงิ้ว,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.7045011, 100.3233405",17.7045011,100.3233405,6,"17.7045011, 100.3233405"
บาวแมน เรสซิเดนซ์,Bauman Residence,โรงแรม,211,,14000,1000,ผังเมืองสาย ก.,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.899303, 98.3026184",7.899303,98.3026184,6,"7.899303, 98.3026184"
ในยาง เฮาส์,Naiyang House,บังกะโล,14,,900,500,,ภาคใต้,สาคู,ถลาง,ภูเก็ต,"8.093252, 98.30542589999999",8.093252, 98.30542589999999,6,"8.093252, 98.30542589999999"
ณัฐชนนท์ รีสอร์ท,Nutchanon Resort,รีสอร์ท,20,,700,550,,ภาคกลาง,ชัยนาท,เมืองชัยนาท,ชัยนาท,"15.1509148, 100.1518273",15.1509148,100.1518273,,"15.1509148, 100.1518273"
น้ำปาดรีสอร์ท,,รีสอร์ท,9,,450,450,,ภาคเหนือ,แสนตอ,น้ำปาด,อุตรดิตถ์,"17.7221478, 100.6622136",17.7221478,100.6622136,,"17.7221478, 100.6622136"
ฮาวาน่า รีสอร์ท,Havana Resort,รีสอร์ท,10,,450,450,,ภาคเหนือ,หาดกรวด,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.5674874, 100.155213",17.5674874,100.155213,,"17.5674874, 100.155213"
เจ ทู อินน์,J2 Inn,โรงแรม,12,,550,450,,ภาคเหนือ,ป่าเซ่า,เมืองอุตรดิตถ์,อุตรดิตถ์,"17.5909216, 100.1329377",17.5909216,100.1329377,,"17.5909216, 100.1329377"
บ้านสะพานรัก,Love Bridge House,รีสอร์ท,10,,8000,2500,สามประสพ,ภาคกลาง,หนองลู,สังขละบุรี,กาญจนบุรี,"15.14685021198491, 98.44999372959137",15.14685021198491, 98.44999372959137,6,"15.14685021198491, 98.44999372959137"
ดี คอร์นเนอร์ แอนด์ เกสเฮ้าส์,D s Corner & Guesthouse,เกสท์เฮ้าส์,13,,750,300,,ภาคใต้,ตลาดใหญ่,เมืองภูเก็ต,ภูเก็ต,"7.8845654, 98.3904246",7.8845654,98.3904246,6,"7.8845654, 98.3904246"
ไดมอนด์ คลิฟ รีสอร์ท แอนด์ สปา,Diamond Cliff Resort and Spa,รีสอร์ท,317,,20000,3500,,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"7.9083333, 98.2972222",7.9083333,98.2972222,6,"7.9083333, 98.2972222"
โฟโต้ โฮเทล,Foto Hotel,โรงแรม,79,,14000,8000,,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.811217399999999, 98.3012892",7.811217399999999,98.3012892,6,"7.811217399999999, 98.3012892"
ซี แอนด์ เอ็น,C and N,โรงแรม,48,,1800,800,,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"13.631249, 100.555551",13.631249,100.555551,6,"13.631249, 100.555551"
มารีน่า ภูเก็ต  รีสอร์ท,Marina Phuket Resort,รีสอร์ท,92,,8100,3100,กะรน,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.8291757, 98.2950259",7.8291757,98.2950259,6,"7.8291757, 98.2950259"
ดุสิตธานี ลากูน่า ภูเก็ต,,โรงแรม,254,,4500,4000,ศรีสุนทร,ภาคใต้,เชิงทะเล,ถลาง,ภูเก็ต,"8.001703899999999, 98.2937108",8.001703899999999,98.2937108,6,"8.001703899999999, 98.2937108"
ไผ่ตาล วิลล่า,Pai Tan Villas,โรงแรม,11,,7500,3700,,ภาคใต้,เชิงทะเล,ถลาง,ภูเก็ต,"7.984584000000003, 98.287784",7.984584000000003,98.287784,6,"7.984584000000003, 98.287784"
ปิ๊ป อินน์,Pip Inn,โรงแรม,30,,600,300,รัตนโกสินทร์,ภาคใต้,ตลาดเหนือ,เมืองภูเก็ต,ภูเก็ต,"7.873758099999999, 98.3901975",7.873758099999999,98.3901975,6,"7.873758099999999, 98.3901975"
กะตะ ซัน บีช,Kata Sun Beacch,เกสท์เฮ้าส์,29,,3000,2000,,ภาคใต้,กะรน,เมืองภูเก็ต,ภูเก็ต,"7.813125799999999, 98.2986882",7.813125799999999,98.2986882,6,"7.813125799999999, 98.2986882"
สายรุ้งเรสซิเด้นท์ (ป่าตอง หน้าไซม่อน),Sairung Residence (Simon Patong),โรงแรม,65,,3000,700,,ภาคใต้,ป่าตอง,กะทู้,ภูเก็ต,"13.5673022, 100.6692417",13.5673022,100.6692417,6,"13.5673022, 100.6692417"
